State,Area_Name,Unemployment_rate_2023,Median_Household_Income_2022,Pct_No_HS_Grad_2019_23,Pct_HS_Grad_2019_23,Pct_Some_College_2019_23,Pct_Bachelors_or_Higher_2019_23,Pct_Poverty_2023
AL,Montgomery County,2.8000000000000003,56862.0,11.156190653262328,26.183614656237136,28.38616714697406,34.27402754352647,18.3
AL,Morgan County,2.0,62260.0,14.91544545379761,31.45734666776351,30.38675331695909,23.240454561479797,12.0
AL,Perry County,5.0,33585.0,17.82767223181731,42.602187679907885,22.72116676261754,16.848973325657262,33.800000000000004
AL,Pickens County,3.0,45440.0,16.11813106082868,43.00617102556568,27.13047311196004,13.745224801645604,21.5
AL,Pike County,2.7,45144.0,12.417321207110376,33.965481603968584,26.30219098801157,27.315006200909465,23.8
AL,Randolph County,2.4000000000000004,49433.0,16.39898024219248,35.58317399617591,27.50159337157425,20.51625239005736,15.9
AL,Russell County,2.8000000000000003,45074.0,14.210749893800443,31.052749943776707,37.884504860191406,16.85199530223144,18.9
AL,St. Clair County,2.1,70361.0,12.415080482281656,34.668584368688414,32.97325417712222,19.943080971907705,10.8
AL,Shelby County,1.8,98263.0,5.991990141712877,20.4508112548778,27.358672211953174,46.19852639145615,8.4
AL,Sumter County,3.7,35152.0,12.048869540794833,34.12442072742593,34.79848335907878,19.028226372700463,33.5
AL,Talladega County,2.8000000000000003,55186.0,15.488651673748574,35.80681935951912,31.88067848136249,16.823850485369814,17.0
AL,Tallapoosa County,2.5,55270.0,16.191148301240045,32.73515475350337,32.348691064287394,18.725005880969185,15.1
AL,Tuscaloosa County,2.3000000000000003,60875.0,9.12916937121799,28.850408648980647,30.642740984247297,31.37768099555407,19.200000000000003
AL,Walker County,2.6,51065.0,17.120769933388285,34.32174126138971,32.55508276338361,16.002406041838395,17.5
AL,Washington County,2.6,53785.0,11.314956230210466,40.91078413112312,31.570124790463773,16.204134848202646,18.7
AL,Wilcox County,8.0,33682.0,22.132448420141397,39.07084114846342,26.460828163324194,12.335882268070986,32.7
AL,Winston County,2.7,51149.0,21.233438855668894,40.08090045726345,25.31363583069528,13.372024856372375,16.6
AK,Aleutians East Borough,2.1,85852.0,16.11047180667434,39.509014192558496,26.237054085155357,18.14345991561181,18.0
AK,Aleutians West Census Area,3.0,112218.0,9.512879367508289,38.76562101504718,34.200459066564655,17.521040550879878,10.0
AK,Bethel Census Area,9.7,59011.0,18.0728808564974,47.8931342697181,23.642078381298496,10.391906492486005,29.3
AK,Bristol Bay Borough,3.7,96382.0,5.028735632183908,30.45977011494253,39.36781609195402,25.143678160919546,11.7
AK,Denali Borough,6.0,90897.0,6.61455201443175,46.36199639206254,23.39146121467228,23.63199037883344,7.800000000000001
AK,Dillingham Census Area,6.4,69716.0,12.644079636744673,42.43800209570381,25.56758644778205,19.350331819769472,23.4
AK,Fairbanks North Star Borough,3.8,84166.0,5.11869557403565,25.562435669122813,35.610306010750406,33.70856274609113,7.6
AK,Haines Borough,6.6000000000000005,70610.0,1.644528779253637,29.79127134724858,31.62555344718533,36.93864642631246,10.0
AK,Hoonah-Angoon Census Area,5.6000000000000005,64181.0,6.477272727272728,35.79545454545455,34.43181818181818,23.295454545454543,17.2
AK,Kenai Peninsula Borough,4.7,76254.0,5.691133515499859,30.627532271742204,34.29049279185904,29.3908414208989,11.5
AK,Ketchikan Gateway Borough,3.7,82648.0,5.077616424636956,29.33400100150225,38.617926890335504,26.97045568352529,9.3
AK,Kodiak Island Borough,4.4,83222.0,7.462157048249764,28.94985808893093,34.98107852412488,28.60690633869441,8.5
AK,Kusilvak Census Area,15.1,41824.0,18.953430145217823,52.32849273910867,22.959439158738107,5.758637956935403,30.8
AK,Lake and Peninsula Borough,5.9,63038.0,8.895705521472392,47.39263803680981,25.306748466257662,18.404907975460123,20.4
AK,Matanuska-Susitna Borough,4.800000000000001,86313.0,5.706819176882662,33.86055166374781,36.15230954465849,24.280319614711036,9.7
AK,Nome Census Area,7.7,64480.0,11.393546060933838,44.22210203713719,26.93347755543537,17.4508743464936,20.700000000000003
AK,North Slope Borough,4.9,95795.0,9.819227608874282,43.71405094494659,31.539304300191727,14.927417145987402,12.0
AK,Northwest Arctic Borough,9.6,69234.0,14.079333986287953,45.91087169441724,27.61998041136141,12.389813907933398,19.1
AK,Prince of Wales-Hyder Census Area,6.7,58381.0,7.540263543191801,38.84821864324061,36.62762323084432,16.98389458272328,15.7
AK,Skagway Municipality,5.800000000000001,73603.0,6.262042389210019,36.70520231213873,29.28709055876686,27.74566473988439,5.9
AK,Southeast Fairbanks Census Area,5.2,74732.0,6.974753958065897,37.99743260590501,35.45143346170303,19.57637997432606,12.2
AK,Yukon-Koyukuk Census Area,9.0,47798.0,13.36590974417936,39.35038804254096,34.49267030755964,12.791031905720034,21.9
AZ,Apache County,7.9,40632.0,15.077814140748242,31.229251524497915,38.424410802156665,15.26852353259718,29.6
AZ,Cochise County,4.5,55254.0,10.78210600611703,25.16721002924075,36.39296877625785,27.65771518838436,16.3
AZ,Coconino County,4.2,64016.0,8.02548061555322,21.41536143202886,30.93976893922097,39.61938901319695,17.8
AZ,Gila County,4.3,51928.0,10.36682615629984,31.439393939393938,39.346590909090914,18.847188995215312,17.7
AZ,Graham County,3.7,63797.0,15.761856710393545,30.3087790110999,39.3380423814329,14.591321897073664,17.3
AZ,Greenlee County,2.9000000000000004,76338.0,11.907131011608625,30.796019900497512,36.88225538971808,20.414593698175786,9.7
AZ,La Paz County,4.800000000000001,53925.0,17.451084082496035,34.14670997960263,34.547102817859034,13.855103120042306,18.7
AZ,Maricopa County,3.4000000000000004,83668.0,10.50369984656976,21.958339678500607,31.679954675037376,35.858005799892254,11.1
AZ,Mohave County,4.5,54842.0,11.833890023251149,34.66781545434159,38.61283888252859,14.88545563987867,16.8
AZ,Navajo County,5.7,49948.0,14.00660084390536,30.07840242866493,38.28350206798591,17.631494659443803,24.700000000000003
AZ,Pima County,3.8,64007.0,10.054136590782898,21.17809550249861,32.897140477512494,35.870627429206,14.0
AZ,Pinal County,4.1000000000000005,76232.0,10.873948520840552,30.339938880312527,36.63589678964116,22.15021580920576,11.8
AZ,Santa Cruz County,7.6,53467.0,22.293217469090447,26.37295933037283,27.26430465480336,24.069518545733363,20.1
AZ,Yavapai County,3.6,64187.0,7.503168298981372,24.783786793363277,38.110792366387926,29.602252541267426,12.8
AZ,Yuma County,13.2,54209.0,23.362466491917218,26.729982401295025,33.23556275015037,16.671988356637385,15.9
AR,Arkansas County,2.7,52145.0,12.517182130584192,42.65463917525773,29.50171821305842,15.326460481099655,16.8
AR,Ashley County,5.6000000000000005,47253.0,12.1704475781729,52.08461066830166,23.56683016554261,12.178111587982832,18.4
AR,Baxter County,3.6,48573.0,10.59800354510682,34.64875454799888,36.004602419379914,18.74863948751438,16.0
AR,Benton County,2.4000000000000004,86374.0,9.425232996283368,28.13484740221353,25.832386611902475,36.60753298960063,7.800000000000001
AR,Boone County,3.1,53025.0,9.275013174734624,35.64330347060152,38.77136189113905,16.310321463524808,14.9
AR,Bradley County,4.6000000000000005,44982.0,12.73802654356607,45.152914021927295,26.341604154645125,15.767455279861512,23.200000000000003
AR,Calhoun County,2.9000000000000004,52535.0,13.319551092734793,42.58712344949793,25.98936798582398,18.103957471943296,14.3
AR,Carroll County,2.9000000000000004,50433.0,16.00058988349801,34.79329499090596,28.088285896868705,21.117829228727324,14.8
AR,Chicot County,5.800000000000001,38217.0,18.44632363480006,39.97420094596532,24.3514404471836,17.228034972051024,29.700000000000003
AR,Clark County,4.7,50519.0,10.03474185990143,32.70582532116021,31.76860305405187,25.490829764886485,18.9
AR,Clay County,4.1000000000000005,46855.0,13.35216205687573,44.5364238410596,26.490066225165563,15.621347876899105,17.5
AR,Cleburne County,3.9,52662.0,11.730738384216435,39.44287012778699,30.55659519863124,18.269796289365345,13.5
AR,Cleveland County,3.5,55533.0,8.356597803833985,44.7608412432533,30.63465475525777,16.24790619765494,15.7
AR,Columbia County,4.3,47278.0,11.53627715462161,40.593497089308535,27.488286241658383,20.381939514411474,23.3
AR,Conway County,3.8,52405.0,9.871715716539754,43.45887356794951,28.503807367771145,18.16560334773959,17.1
AR,Craighead County,2.7,60580.0,9.745928157072736,32.361390004462294,30.12605979473449,27.766622043730475,16.1
AR,Crawford County,3.4000000000000004,54741.0,13.36780803711669,36.29992992291521,31.029649856221152,19.30261218374695,13.3
AR,Crittenden County,4.2,49644.0,14.711004501692242,37.76492623139355,30.328919265271253,17.195150001642954,20.6
AR,Cross County,3.4000000000000004,48299.0,16.588132635253054,42.15532286212915,26.422338568935427,14.834205933682371,19.1
AR,Dallas County,3.9,44476.0,10.980647966949336,48.380082626657966,29.506414437921286,11.132854968471406,19.6
AR,Desha County,4.6000000000000005,41251.0,22.111155537784885,41.090230574436895,23.763827802212447,13.034786085565775,25.0
AR,Drew County,4.2,48635.0,12.864697301239971,38.41174325309993,25.39204959883297,23.33150984682713,20.6
AR,Faulkner County,2.9000000000000004,63429.0,6.316124920331421,30.40025493945188,30.08667941363926,33.19694072657744,12.9
AR,Franklin County,3.2,48248.0,12.92989417989418,41.84027777777778,32.06845238095239,13.161375661375663,19.0
AR,Fulton County,3.8,42588.0,12.27110317105851,40.83296114336758,31.1746315319339,15.721304153640018,17.5
AR,Garland County,3.7,53239.0,9.105369974219736,30.899292414020078,33.74883440294005,26.246503208820144,18.9
AR,Grant County,2.9000000000000004,63512.0,8.889412874322094,41.76687888076712,28.413110115538785,20.930598129372,11.1
AR,Greene County,3.3000000000000003,54475.0,12.6020555182019,42.59277046713412,28.31620401498415,16.488969999679824,16.2
AR,Hempstead County,3.4000000000000004,46423.0,16.56840513983371,39.49357520786092,29.342403628117918,14.595616024187452,16.6
AR,Hot Spring County,3.5,50654.0,10.603534511503836,41.01783927975992,32.59419806602201,15.78442814271424,16.900000000000002
AR,Howard County,3.5,46449.0,10.61578697099382,43.73514027579648,28.97051830718022,16.67855444602948,17.8
AR,Independence County,3.4000000000000004,57611.0,12.506406970784214,39.40779876197611,31.21476166068683,16.871032606552852,13.5
AR,Izard County,5.1000000000000005,43920.0,15.228764386949493,35.64158660705793,30.41948064301341,18.710168362979168,20.3
AR,Jackson County,5.1000000000000005,43579.0,16.22953558302706,42.94186435015035,27.572669562312065,13.255930504510523,24.6
AR,Jefferson County,4.6000000000000005,45894.0,11.43295735166522,41.09768849140137,26.82818305190327,20.641171105030143,24.3
AR,Johnson County,4.4,46660.0,16.09699769053118,41.18937644341801,24.636258660508084,18.077367205542725,17.1
AR,Lafayette County,4.9,42437.0,18.375973303670744,47.096774193548384,25.31701890989989,9.21023359288098,22.8
AR,Lawrence County,3.4000000000000004,47312.0,17.615300146412885,36.749633967789165,31.597730600292827,14.037335285505122,18.3
AR,Lee County,5.2,35213.0,17.419354838709676,47.72539288668321,27.990074441687344,6.865177832919768,38.7
AR,Lincoln County,4.0,48311.0,16.743189470462198,48.14814814814815,24.23222120191817,10.876441179471485,26.200000000000003
AR,Little River County,3.5,48883.0,8.986638287808915,43.537897599621616,30.03429111978243,17.441172992787042,17.7
AR,Logan County,4.0,48510.0,10.710059171597631,43.73438527284681,30.00657462195924,15.54898093359632,16.6
AR,Lonoke County,2.7,66160.0,9.788943923932289,37.01935509538302,32.19748960633368,20.994211374351018,9.6
AR,Madison County,2.6,51233.0,14.22601136743564,51.70511534603811,21.23035773988633,12.83851554663992,14.8
AR,Marion County,4.1000000000000005,49313.0,13.687687226361472,36.14716952146863,34.726169444657806,15.438973807512095,17.400000000000002
AR,Miller County,3.6,48652.0,13.082331751584636,40.42811125350698,30.44231235495826,16.047244639950122,21.5
AR,Mississippi County,4.9,45168.0,14.390403826127203,42.4653835769661,28.965942839510934,14.178269757395764,24.9
AR,Monroe County,3.9,33090.0,16.56804733727811,40.65934065934066,27.13440405748098,15.638207945900254,26.3
AR,Montgomery County,4.9,46069.0,12.419305256686137,36.95050722410083,33.78419920073778,16.845988318475253,18.8
AR,Nevada County,3.7,44649.0,9.885795860099927,48.786581013561744,29.657387580299787,11.670235546038544,23.200000000000003
AR,Newton County,3.4000000000000004,47996.0,14.55902047063325,38.47331165104266,32.71475033480007,14.25291754352401,18.8
AR,Ouachita County,3.9,49275.0,11.123172211225336,42.26422322967882,31.51778302790371,15.094821531192135,18.8
AR,Perry County,3.6,56640.0,8.303398728930645,44.21110804089528,30.35368886432716,17.13180436584692,14.1
AR,Phillips County,6.5,36098.0,17.36004601226994,33.59854294478527,34.50920245398773,14.532208588957054,34.2
AR,Pike County,3.5,41348.0,12.889578338739248,36.86362995346214,30.686786066845293,19.56000564095332,18.2
AR,Poinsett County,3.3000000000000003,47372.0,17.657715949530896,45.97217728890327,24.44516337754772,11.924943384018118,19.1
AR,Polk County,3.6,45289.0,12.6172019195275,35.82871908453304,34.352159468438536,17.201919527500923,18.8
AR,Pope County,3.9,57881.0,14.021686746987951,35.00240963855422,26.339759036144574,24.636144578313253,13.5
AR,Prairie County,3.1,51017.0,14.076196898179369,43.9143627781524,25.30343897505057,16.706001348617665,15.4
AR,Pulaski County,3.2,57057.0,8.038311825134835,25.12670183389584,29.473933246339417,37.36105309462992,15.7
AR,Randolph County,3.5,45638.0,13.946935900446114,40.55725131094936,31.016670579948347,14.479142208656178,18.5
AR,St. Francis County,5.0,38062.0,14.315802515021993,44.18013999876108,28.60063185281546,12.903425633401474,34.300000000000004
AR,Saline County,2.7,70330.0,7.349885785782338,32.745617962051035,31.40489227131329,28.499603980853333,9.3
AR,Scott County,3.0,42599.0,15.4169079328315,43.152866242038215,30.602200347423278,10.828025477707008,19.5
AR,Searcy County,4.3,38070.0,19.958202716823408,36.48554510623476,29.86764193660745,13.68861024033438,20.200000000000003
AR,Sebastian County,3.4000000000000004,52679.0,14.820728194092531,30.25002024689644,30.54620341767612,24.383048141334907,12.8
AR,Sevier County,3.8,49384.0,27.46405501146072,32.84017503646593,28.76640966868097,10.929360283392374,18.7
AR,Sharp County,3.9,45740.0,14.641988863618542,40.56152458630696,32.86801035212925,11.928476197945258,19.700000000000003
AR,Stone County,4.1000000000000005,41063.0,13.993435448577682,37.34135667396061,33.282275711159734,15.382932166301968,17.7
AR,Union County,4.6000000000000005,50258.0,12.043043577806609,40.09005571243227,28.94756925894833,18.91933145081279,19.0
AR,Van Buren County,4.0,47150.0,13.568304172274562,44.10329744279946,26.547779273216687,15.780619111709289,16.5
AR,Washington County,2.3000000000000003,62100.0,12.737022070251788,28.3053569578282,24.34333229717128,34.614288674748735,13.5
AR,White County,3.5,56866.0,13.252350020605608,40.60874855270129,26.3359302941696,19.8029711325235,15.7
AR,Woodruff County,3.6,41225.0,17.083237789497822,46.15913781242834,20.86677367576244,15.890850722311397,24.4
AR,Yell County,3.7,50275.0,18.49698379242677,39.712188385783854,27.472926811541537,14.31790101024784,16.5
CA,Alameda County,4.1000000000000005,121190.0,11.10015782812366,15.862314711631717,21.5681627562606,51.46936470398402,9.5
CA,Alpine County,6.5,71646.0,3.735144312393888,18.505942275042443,35.653650254668925,42.10526315789473,15.6
CA,Amador County,5.1000000000000005,74356.0,9.032734432685208,26.47058823529412,42.05328574944623,22.443391582574453,11.7
CA,Butte County,5.2,63353.0,9.672944526811795,22.25753416614066,36.34895703360099,31.720564273446563,19.9
CA,Calaveras County,4.2,73175.0,6.653779346668907,31.90172017706057,39.258698940998485,22.185801535272034,12.2
CA,Colusa County,13.0,72963.0,26.80744452397996,29.620615604867574,29.047959914101646,14.523979957050823,12.3
CA,Contra Costa County,4.1000000000000005,119667.0,10.387453328532605,17.70679714126473,26.99559056360884,44.91015896659383,8.3
CA,Del Norte County,5.7,57297.0,14.456253462952704,25.577998287412484,38.99158817307208,20.974160076562736,13.8
CA,El Dorado County,4.0,104859.0,5.083479045631451,20.73227480399345,35.36014439618704,38.82410175418806,7.0
CA,Fresno County,7.5,68693.0,21.403075168136123,23.016072942164342,31.72635598120995,23.854495908489582,17.7
CA,Glenn County,6.300000000000001,63247.0,19.67679587673145,31.42381617094384,32.41705143348008,16.482336518844626,13.5
CA,Humboldt County,4.6000000000000005,57660.0,8.481736991282956,23.23760628910637,36.1955184769239,32.085138242686774,16.7
CA,Imperial County,17.3,55523.0,28.152863938073104,25.885768027346224,29.861098551301296,16.100269483279376,17.3
CA,Inyo County,3.8,64332.0,7.195797654169965,27.408793264733397,33.57559185435706,31.819817226739584,11.8
CA,Kern County,8.3,65981.0,22.865016731984035,27.674522646337756,30.88688462983841,18.573575991839803,19.0
CA,Kings County,8.200000000000001,63683.0,25.764822858339,28.08833533936889,32.227746088230674,13.919095714061436,17.5
CA,Lake County,5.800000000000001,51848.0,12.91509144783897,28.83825482783284,40.50270767344436,17.743946050883824,17.6
CA,Lassen County,5.2,60308.0,20.85655491725971,30.2966646660379,35.63405641773129,13.212723998971104,17.1
CA,Los Angeles County,5.0,82455.0,19.33684887764977,20.29796429931905,24.89419440393902,35.47099241909216,13.7
CA,Madera County,7.5,71273.0,26.95241228726109,23.894555279713657,32.024247499975075,17.12878493305018,18.0
CA,Marin County,3.3000000000000003,135960.0,7.265481461203562,10.78056150732023,21.494790816675703,60.45916621480051,8.700000000000001
CA,Mariposa County,5.1000000000000005,66513.0,9.528076463560335,21.199223416965356,38.41099163679809,30.861708482676224,17.3
CA,Mendocino County,4.7,63621.0,13.837799696277091,26.127839732478407,35.11067478639689,24.923685784847603,13.9
CA,Merced County,9.0,65253.0,28.110749565562205,28.682807926011456,28.426227213883347,14.780215294542996,18.6
CA,Modoc County,6.300000000000001,51166.0,12.053432743087916,27.52407579993787,37.41845293569431,23.004038521279902,20.1
CA,Mono County,3.8,79105.0,10.44559585492228,17.60621761658031,37.62694300518135,34.32124352331606,7.800000000000001
CA,Monterey County,7.0,91450.0,26.665210510108352,20.635648144832675,24.81541425266942,27.88372709238956,14.0
CA,Napa County,3.5,98580.0,15.29278289399716,17.450453304986866,28.73963837811871,38.51712542289727,8.9
CA,Nevada County,3.9,80069.0,4.931399649109521,20.469032021911723,35.13953576432277,39.46003256465599,10.9
CA,Orange County,3.6,106047.0,13.055937367779723,17.20472335606974,26.33830160349041,43.40103767266013,9.2
CA,Placer County,3.7,106114.0,5.075299297160914,17.150574630008116,34.88348208325203,42.89064398957895,6.5
CA,Plumas County,7.300000000000001,66725.0,6.016570226196738,28.360073645449763,45.16044187269858,20.46291425565492,12.7
CA,Riverside County,4.800000000000001,86350.0,16.70006008967228,26.33554689305579,31.880375329337628,25.084017687934303,11.3
CA,Sacramento County,4.4,83985.0,11.632480723838048,21.929566348448247,33.154170660494856,33.28378226721884,11.9
CA,San Benito County,6.0,106560.0,16.76179516685846,26.30379746835443,34.54775604142693,22.386651323360184,9.1
CA,San Bernardino County,4.7,78779.0,17.905700453156857,27.829885328647087,31.362973880058757,22.901440338137306,13.2
CA,San Diego County,3.9,98365.0,10.982290608535852,17.946574355426186,28.981263785539426,42.08987125049854,10.1
CA,San Joaquin County,6.2,84738.0,19.569372777783283,27.75445928948489,31.103209896106726,21.572958036625103,12.6
CA,San Luis Obispo County,3.5,88578.0,8.229907534444603,18.178759731487176,34.38993234612291,39.201400387945306,12.8
CA,San Mateo County,3.0,143795.0,9.69505829849048,14.814978468313717,22.41872916102829,53.07123407216751,7.300000000000001
CA,Santa Barbara County,4.1000000000000005,89334.0,17.863863590657054,16.905363863590658,29.36083259114546,35.869939954606835,14.9
CA,Santa Clara County,3.5,150502.0,10.674076697858146,13.50843604700692,19.951860204784687,55.865627050350255,7.6
CA,Santa Cruz County,5.7,99256.0,11.506675496836165,15.206998836866328,29.728360983265347,43.55796468303216,12.6
CA,Shasta County,5.1000000000000005,66312.0,7.93025653748052,26.368548768480544,42.43450890399807,23.266685790040857,13.2
CA,Sierra County,4.7,63939.0,8.608058608058608,33.88278388278388,33.104395604395606,24.404761904761905,12.6
CA,Siskiyou County,6.4,51593.0,8.927073299568095,26.01684118944784,41.972469937544666,23.083615573439392,17.1
CA,Solano County,4.7,92711.0,11.080039494219193,24.321113482179825,36.231805586521006,28.367041437079976,10.3
CA,Sonoma County,3.6,96312.0,11.136242193264932,18.648519512243396,32.36829977862658,37.8469385158651,9.1
CA,Stanislaus County,6.4,75249.0,19.886835798459945,29.347533218940114,31.628685281563317,19.136945701036627,12.6
CA,Sutter County,7.800000000000001,66071.0,21.16504259361402,24.67058895630324,33.956916099773245,20.20745235030949,15.3
CA,Tehama County,5.800000000000001,58900.0,13.720122846842036,28.773311968665155,38.66337294698892,18.843192237503896,15.0
CA,Trinity County,5.7,49485.0,5.229342875731946,40.44404684450228,36.28009108653221,18.04651919323357,20.8
CA,Tulare County,10.0,64313.0,25.631795577782142,26.97089315314809,31.55782035793555,15.839490911134211,17.5
CA,Tuolumne County,5.0,70108.0,6.481083917752016,25.12284719240494,44.45160059157483,23.94446829826821,10.5
CA,Ventura County,4.3,101981.0,14.711447329279345,19.457069920926468,30.165722350206504,35.66576039958768,9.8
CA,Yolo County,4.7,82359.0,11.588206848379247,17.540816248205772,26.78712609092793,44.08385081248704,15.3
CA,Yuba County,6.7,63626.0,15.33869809966376,27.095847973100607,39.66904680947523,17.8964071177604,15.4
CO,Adams County,3.4000000000000004,89849.0,15.014188191238208,28.55024596741368,28.413015921011315,28.0225499203368,9.7
CO,Alamosa County,3.7,53942.0,10.899809828845962,25.222700430387345,34.57111400260234,29.30637573816435,21.700000000000003
CO,Arapahoe County,3.1,93525.0,8.035629448432982,18.791639321440645,27.430300057231623,45.74243117289475,10.1
CO,Archuleta County,3.2,66025.0,4.654157468727005,24.0710080941869,30.564753495217072,40.71008094186902,11.2
CO,Baca County,2.0,47147.0,14.20545746388443,28.531300160513645,33.18619582664527,24.077046548956663,20.200000000000003
CO,Bent County,3.0,42958.0,18.8134810710988,39.312096029547554,27.70083102493075,14.1735918744229,28.6
CO,Boulder County,2.8000000000000003,96584.0,4.47400848888686,11.020948382091188,20.59604764730044,63.90899548172151,11.0
